ITEM,AGENCIA,ALMACEN,GRUPO,CLASE,FAMILIA,PRODUCTO,VARIACION,MEDIDA,MODELO,MARCA,TIPO,CANTIDAD TOTAL,CANTIDAD,UNIDAD,TIPO,SERIE/LOTE,SERIE/LOTE ADICIONAL,COSTO S/,VALOR S/,FECHA INGRESO,DIAS ALMACEN
1497,CRAFTOP TOCACHE 686,CRAFTOP TOCACHE 686,GENERICO,AGRICOLA,PODADORA,PODADORA DE ALTURA  NTPS260D CRAFTOP,DE ALTURA,,NTPS260D,CRAFTOP,PRODUCTO,3,1,U. MIN,GENERAL,#1 162021020113,,875.907925,875.907925,15-05-2023,364
1498,CRAFTOP TOCACHE 686,CRAFTOP TOCACHE 686,GENERICO,AGRICOLA,PODADORA,PODADORA DE ALTURA  NTPS260D CRAFTOP,DE ALTURA,,NTPS260D,CRAFTOP,PRODUCTO,3,1,U. MIN,GENERAL,#11 162021020014,,875.907925,875.907925,15-05-2023,364
1499,CRAFTOP TOCACHE 686,CRAFTOP TOCACHE 686,GENERICO,AGRICOLA,PODADORA,PODADORA DE ALTURA  NTPS260D CRAFTOP,DE ALTURA,,NTPS260D,CRAFTOP,PRODUCTO,3,1,U. MIN,GENERAL,#3 162021020001,,875.907925,875.907925,15-05-2023,364
1500,CRAFTOP TOCACHE 686,CRAFTOP TOCACHE 686,GENERICO,AGRICOLA,PULVERIZADOR,PULVERIZADOR   GMD420 CRAFTOP,,,GMD420,CRAFTOP,PRODUCTO,33,1,U. MIN,GENERAL,#85 082020080002,,647.622537,647.622537,15-05-2023,364
1501,CRAFTOP TOCACHE 686,CRAFTOP TOCACHE 686,GENERICO,AGRICOLA,PULVERIZADOR,PULVERIZADOR   GMD420 CRAFTOP,,,GMD420,CRAFTOP,PRODUCTO,33,1,U. MIN,GENERAL,#87 082020080216,,647.622537,647.622537,15-12-2023,150
1502,CRAFTOP TOCACHE 686,CRAFTOP TOCACHE 686,GENERICO,AGRICOLA,PULVERIZADOR,PULVERIZADOR   GMD420 CRAFTOP,,,GMD420,CRAFTOP,PRODUCTO,33,1,U. MIN,GENERAL,#89 082020080227,,647.622537,647.622537,15-05-2023,364
1503,CRAFTOP TOCACHE 686,CRAFTOP TOCACHE 686,GENERICO,AGRICOLA,PULVERIZADOR,PULVERIZADOR   GMD420 CRAFTOP,,,GMD420,CRAFTOP,PRODUCTO,33,1,U. MIN,GENERAL,#69 082020090532,,647.622537,647.622537,15-05-2023,364
1504,CRAFTOP TOCACHE 686,CRAFTOP TOCACHE 686,GENERICO,AGRICOLA,PULVERIZADOR,PULVERIZADOR   GMD420 CRAFTOP,,,GMD420,CRAFTOP,PRODUCTO,33,1,U. MIN,GENERAL,#61 082020090410,,647.622537,647.622537,15-05-2023,364
1505,CRAFTOP TOCACHE 686,CRAFTOP TOCACHE 686,GENERICO,AGRICOLA,PULVERIZADOR,PULVERIZADOR   GMD420 CRAFTOP,,,GMD420,CRAFTOP,PRODUCTO,33,1,U. MIN,GENERAL,#56 082020090288,,647.622537,647.622537,15-05-2023,364
1506,CRAFTOP TOCACHE 686,CRAFTOP TOCACHE 686,GENERICO,AGRICOLA,PULVERIZADOR,PULVERIZADOR   GMD420 CRAFTOP,,,GMD420,CRAFTOP,PRODUCTO,33,1,U. MIN,GENERAL,#90 082020080093,,647.622537,647.622537,15-05-2023,364
1507,CRAFTOP TOCACHE 686,CRAFTOP TOCACHE 686,GENERICO,AGRICOLA,PULVERIZADOR,PULVERIZADOR   GMD420 CRAFTOP,,,GMD420,CRAFTOP,PRODUCTO,33,1,U. MIN,GENERAL,#55 082020090139,,647.622537,647.622537,15-05-2023,364
1508,CRAFTOP TOCACHE 686,CRAFTOP TOCACHE 686,GENERICO,AGRICOLA,PULVERIZADOR,PULVERIZADOR   GMD420 CRAFTOP,,,GMD420,CRAFTOP,PRODUCTO,33,1,U. MIN,GENERAL,#50 082020090215,,647.622537,647.622537,15-05-2023,364
1509,CRAFTOP TOCACHE 686,CRAFTOP TOCACHE 686,GENERICO,AGRICOLA,PULVERIZADOR,PULVERIZADOR   GMD420 CRAFTOP,,,GMD420,CRAFTOP,PRODUCTO,33,1,U. MIN,GENERAL,#49 082020090547,,647.622537,647.622537,15-05-2023,364
1510,CRAFTOP TOCACHE 686,CRAFTOP TOCACHE 686,GENERICO,AGRICOLA,PULVERIZADOR,PULVERIZADOR   GMD420 CRAFTOP,,,GMD420,CRAFTOP,PRODUCTO,33,1,U. MIN,GENERAL,#46 082020090265,,647.622537,647.622537,15-05-2023,364
1511,CRAFTOP TOCACHE 686,CRAFTOP TOCACHE 686,GENERICO,AGRICOLA,PULVERIZADOR,PULVERIZADOR   GMD420 CRAFTOP,,,GMD420,CRAFTOP,PRODUCTO,33,1,U. MIN,GENERAL,#43 082020090211,,647.622537,647.622537,15-05-2023,364
1512,CRAFTOP TOCACHE 686,CRAFTOP TOCACHE 686,GENERICO,AGRICOLA,PULVERIZADOR,PULVERIZADOR   GMD420 CRAFTOP,,,GMD420,CRAFTOP,PRODUCTO,33,1,U. MIN,GENERAL,#40 082020090341,,647.622537,647.622537,15-05-2023,364
1513,CRAFTOP TOCACHE 686,CRAFTOP TOCACHE 686,GENERICO,AGRICOLA,PULVERIZADOR,PULVERIZADOR   GMD420 CRAFTOP,,,GMD420,CRAFTOP,PRODUCTO,33,1,U. MIN,GENERAL,#37 082020090351,,647.622537,647.622537,15-05-2023,364
1514,CRAFTOP TOCACHE 686,CRAFTOP TOCACHE 686,GENERICO,AGRICOLA,PULVERIZADOR,PULVERIZADOR   GMD420 CRAFTOP,,,GMD420,CRAFTOP,PRODUCTO,33,1,U. MIN,GENERAL,#34 082020080163,,647.622537,647.622537,15-05-2023,364
1515,CRAFTOP TOCACHE 686,CRAFTOP TOCACHE 686,GENERICO,AGRICOLA,PULVERIZADOR,PULVERIZADOR   GMD420 CRAFTOP,,,GMD420,CRAFTOP,PRODUCTO,33,1,U. MIN,GENERAL,#78 082020080004,,647.622537,647.622537,15-05-2023,364
1516,CRAFTOP TOCACHE 686,CRAFTOP TOCACHE 686,GENERICO,AGRICOLA,PULVERIZADOR,PULVERIZADOR   GMD420 CRAFTOP,,,GMD420,CRAFTOP,PRODUCTO,33,1,U. MIN,GENERAL,#79 082020080174,,647.622537,647.622537,15-05-2023,364
1517,CRAFTOP TOCACHE 686,CRAFTOP TOCACHE 686,GENERICO,AGRICOLA,PULVERIZADOR,PULVERIZADOR   GMD420 CRAFTOP,,,GMD420,CRAFTOP,PRODUCTO,33,1,U. MIN,GENERAL,#71 082020080225,,647.622537,647.622537,15-05-2023,364
1518,CRAFTOP TOCACHE 686,CRAFTOP TOCACHE 686,GENERICO,AGRICOLA,PULVERIZADOR,PULVERIZADOR   GMD420 CRAFTOP,,,GMD420,CRAFTOP,PRODUCTO,33,1,U. MIN,GENERAL,#19 082020080357,,647.622537,647.622537,15-05-2023,364
1519,CRAFTOP TOCACHE 686,CRAFTOP TOCACHE 686,GENERICO,AGRICOLA,PULVERIZADOR,PULVERIZADOR   GMD420 CRAFTOP,,,GMD420,CRAFTOP,PRODUCTO,33,1,U. MIN,GENERAL,#18 082020090290,,647.622537,647.622537,15-05-2023,364
1520,CRAFTOP TOCACHE 686,CRAFTOP TOCACHE 686,GENERICO,AGRICOLA,PULVERIZADOR,PULVERIZADOR   GMD420 CRAFTOP,,,GMD420,CRAFTOP,PRODUCTO,33,1,U. MIN,GENERAL,#17 082020080066,,647.622537,647.622537,15-05-2023,364
1521,CRAFTOP TOCACHE 686,CRAFTOP TOCACHE 686,GENERICO,AGRICOLA,PULVERIZADOR,PULVERIZADOR   GMD420 CRAFTOP,,,GMD420,CRAFTOP,PRODUCTO,33,1,U. MIN,GENERAL,#152 082020080348,,647.622537,647.622537,15-05-2023,364
1522,CRAFTOP TOCACHE 686,CRAFTOP TOCACHE 686,GENERICO,AGRICOLA,PULVERIZADOR,PULVERIZADOR   GMD420 CRAFTOP,,,GMD420,CRAFTOP,PRODUCTO,33,1,U. MIN,GENERAL,#15 082020090365,,647.622537,647.622537,15-05-2023,364
1523,CRAFTOP TOCACHE 686,CRAFTOP TOCACHE 686,GENERICO,AGRICOLA,PULVERIZADOR,PULVERIZADOR   GMD420 CRAFTOP,,,GMD420,CRAFTOP,PRODUCTO,33,1,U. MIN,GENERAL,#145 082020080065,,647.622537,647.622537,15-05-2023,364
1524,CRAFTOP TOCACHE 686,CRAFTOP TOCACHE 686,GENERICO,AGRICOLA,PULVERIZADOR,PULVERIZADOR   GMD420 CRAFTOP,,,GMD420,CRAFTOP,PRODUCTO,33,1,U. MIN,GENERAL,#144 082020080856,,647.622537,647.622537,15-05-2023,364
1525,CRAFTOP TOCACHE 686,CRAFTOP TOCACHE 686,GENERICO,AGRICOLA,PULVERIZADOR,PULVERIZADOR   GMD420 CRAFTOP,,,GMD420,CRAFTOP,PRODUCTO,33,1,U. MIN,GENERAL,#130 082020080085,,647.622537,647.622537,15-05-2023,364
1526,CRAFTOP TOCACHE 686,CRAFTOP TOCACHE 686,GENERICO,AGRICOLA,PULVERIZADOR,PULVERIZADOR   GMD420 CRAFTOP,,,GMD420,CRAFTOP,PRODUCTO,33,1,U. MIN,GENERAL,#13 082020090409,,647.622537,647.622537,15-05-2023,364
1527,CRAFTOP TOCACHE 686,CRAFTOP TOCACHE 686,GENERICO,AGRICOLA,PULVERIZADOR,PULVERIZADOR   GMD420 CRAFTOP,,,GMD420,CRAFTOP,PRODUCTO,33,1,U. MIN,GENERAL,#127 082020080329,,647.622537,647.622537,15-05-2023,364
1528,CRAFTOP TOCACHE 686,CRAFTOP TOCACHE 686,GENERICO,AGRICOLA,PULVERIZADOR,PULVERIZADOR   GMD420 CRAFTOP,,,GMD420,CRAFTOP,PRODUCTO,33,1,U. MIN,GENERAL,#126 082020080295,,647.622537,647.622537,15-05-2023,364
1529,CRAFTOP TOCACHE 686,CRAFTOP TOCACHE 686,GENERICO,AGRICOLA,PULVERIZADOR,PULVERIZADOR   GMD420 CRAFTOP,,,GMD420,CRAFTOP,PRODUCTO,33,1,U. MIN,GENERAL,#120 082020080154,,647.622537,647.622537,15-05-2023,364
1530,CRAFTOP TOCACHE 686,CRAFTOP TOCACHE 686,GENERICO,AGRICOLA,PULVERIZADOR,PULVERIZADOR   GMD420 CRAFTOP,,,GMD420,CRAFTOP,PRODUCTO,33,1,U. MIN,GENERAL,#117 082020080248,,647.622537,647.622537,15-05-2023,364
1531,CRAFTOP TOCACHE 686,CRAFTOP TOCACHE 686,GENERICO,AGRICOLA,PULVERIZADOR,PULVERIZADOR   GMD420 CRAFTOP,,,GMD420,CRAFTOP,PRODUCTO,33,1,U. MIN,GENERAL,#110 082020080023,,647.622537,647.622537,15-05-2023,364
1532,CRAFTOP TOCACHE 686,CRAFTOP TOCACHE 686,GENERICO,AGRICOLA,PULVERIZADOR,PULVERIZADOR   GMD420 CRAFTOP,,,GMD420,CRAFTOP,PRODUCTO,33,1,U. MIN,GENERAL,#104 082020080037,,647.622537,647.622537,15-05-2023,364
1533,CRAFTOP TOCACHE 686,CRAFTOP TOCACHE 686,GENERICO,AGRICOLA,PULVERIZADOR,PULVERIZADOR   GS768 CRAFTOP,,,GS768,CRAFTOP,PRODUCTO,1,1,U. MIN,GENERAL,#85 082020100249,,365.774875,365.774875,24-04-2024,19
1534,CRAFTOP TOCACHE 686,CRAFTOP TOCACHE 686,GENERICO,LUBRICANTES,ACEITE,ACEITE SEMISINTETICO 125ML 2T CRAFTOP,SEMISINTETICO,125ML,2T,CRAFTOP,PRODUCTO,1,1,U. MIN,,,,2.229,2.229,,
1535,CRAFTOP TOCACHE 686,CRAFTOP TOCACHE 686,GENERICO,MERCHANDISING,BANDERA,BANDERA    CRAFTOP,,,,CRAFTOP,PRODUCTO,7,7,U. MIN,,,,13.348899,93.442293,,
1536,CRAFTOP TOCACHE 686,CRAFTOP TOCACHE 686,GENERICO,MERCHANDISING,MOCHILA,MOCHILA BLANCO   CRAFTOP,BLANCO,,,CRAFTOP,PRODUCTO,10,10,U. MIN,,,,18.92,189.2,,
1537,CRAFTOP TOCACHE 686,CRAFTOP TOCACHE 686,GENERICO,MERCHANDISING,MOCHILA,MOCHILA NEGRA   CRAFTOP,NEGRA,,,CRAFTOP,PRODUCTO,10,10,U. MIN,,,,18.88,188.8,,
1538,CRAFTOP TOCACHE 686,CRAFTOP TOCACHE 686,GENERICO,MOBILIARIO,EXHIBIDOR,EXHIBIDOR DE DESBROZADORA   CRAFTOP,DE DESBROZADORA,,,CRAFTOP,PRODUCTO,2,2,U. MIN,,,,346.354167,692.708334,,
1539,CRAFTOP TOCACHE 686,CRAFTOP TOCACHE 686,GENERICO,REPUESTO,AMORTIGUADOR,AMORTIGUADOR CORTO  GMD420 CRAFTOP,,,GMD420,CRAFTOP,PRODUCTO,1,1,U. MIN,,,,3.36,3.36,,
1540,CRAFTOP TOCACHE 686,CRAFTOP TOCACHE 686,GENERICO,REPUESTO,ANILLO,ANILLO   NT5860 CRAFTOP,,,NT5860,CRAFTOP,PRODUCTO,4,4,U. MIN,,,,3,12,,
1541,CRAFTOP TOCACHE 686,CRAFTOP TOCACHE 686,GENERICO,REPUESTO,ANILLO,ANILLO   NT6020 CRAFTOP,,,NT6020,CRAFTOP,PRODUCTO,2,2,U. MIN,,,,20,40,,
1542,CRAFTOP TOCACHE 686,CRAFTOP TOCACHE 686,GENERICO,REPUESTO,ANILLO,ANILLO   NTB330D CRAFTOP,,,NTB330D,CRAFTOP,PRODUCTO,6,6,U. MIN,,,,3.02853,18.17118,,
1543,CRAFTOP TOCACHE 686,CRAFTOP TOCACHE 686,GENERICO,REPUESTO,ANILLO,ANILLO   NTB430D CRAFTOP,,,NTB430D,CRAFTOP,PRODUCTO,4,4,U. MIN,,,,2.82,11.28,,
1544,CRAFTOP TOCACHE 686,CRAFTOP TOCACHE 686,GENERICO,REPUESTO,ANILLO,ANILLO   NTB520D CRAFTOP,,,NTB520D,CRAFTOP,PRODUCTO,4,4,U. MIN,,,,2.82,11.28,,
1545,CRAFTOP TOCACHE 686,CRAFTOP TOCACHE 686,GENERICO,REPUESTO,ANILLO,ANILLO DE PISTON  NTB520D CRAFTOP,DE PISTON,,NTB520D,CRAFTOP,PRODUCTO,6,6,U. MIN,,,,2.956654,17.739924,,
1546,CRAFTOP TOCACHE 686,CRAFTOP TOCACHE 686,GENERICO,REPUESTO,ARNES PROFESIONAL,ARNES PROFESIONAL   NTB430D CRAFTOP,,,NTB430D,CRAFTOP,PRODUCTO,1,1,U. MIN,,,,36.03,36.03,,
1547,CRAFTOP TOCACHE 686,CRAFTOP TOCACHE 686,GENERICO,REPUESTO,ARRANQUE CPL,ARRANQUE CPL (5260)  NT4560-NT5260- NT5860 CRAFTOP,(5260),,NT4560-NT5260- NT5860,CRAFTOP,PRODUCTO,2,2,U. MIN,,,,15.662809,31.325618,,
1548,CRAFTOP TOCACHE 686,CRAFTOP TOCACHE 686,GENERICO,REPUESTO,ASPIRACION,ASPIRACION DE FILTRO  GS768 CRAFTOP,DE FILTRO,,GS768,CRAFTOP,PRODUCTO,1,1,U. MIN,,,,16.04,16.04,,
1549,CRAFTOP TOCACHE 686,CRAFTOP TOCACHE 686,GENERICO,REPUESTO,BARRENA-TALADRO,"BARRENA-TALADRO DE 10"" 250X8MM  NTA520E-10A CRAFTOP","DE 10"" 250X8MM",,NTA520E-10A,CRAFTOP,PRODUCTO,5,5,U. MIN,,,,132.324325,661.621625,,
1550,CRAFTOP TOCACHE 686,CRAFTOP TOCACHE 686,GENERICO,REPUESTO,BASE COMPLETA SOPORTE DE TIMON,BASE COMPLETA SOPORTE DE TIMON   NTB330D-NTB430D-NTB520D CRAFTOP,,,NTB330D-NTB430D-NTB520D,CRAFTOP,PRODUCTO,5,5,U. MIN,,,,16.357604,81.78802,,
1551,CRAFTOP TOCACHE 686,CRAFTOP TOCACHE 686,GENERICO,REPUESTO,BASE Y FILTRO DE AIRE,BASE Y FILTRO DE AIRE COMPLETO  GMD420 CRAFTOP,COMPLETO,,GMD420,CRAFTOP,PRODUCTO,4,4,U. MIN,,,,21.356,85.424,,
1552,CRAFTOP TOCACHE 686,CRAFTOP TOCACHE 686,GENERICO,REPUESTO,BASE Y FILTRO DE AIRE,BASE Y FILTRO DE AIRE COMPLETO  GS768 CRAFTOP,COMPLETO,,GS768,CRAFTOP,PRODUCTO,4,4,U. MIN,,,,1.892994,7.571976,,
1553,CRAFTOP TOCACHE 686,CRAFTOP TOCACHE 686,GENERICO,REPUESTO,BASE Y FILTRO DE AIRE,BASE Y FILTRO DE AIRE COMPLETO  NTB430D-NTB520D-NTBG520D-NTMU430D4IN1-NTA520E10A CRAFTOP,COMPLETO,,NTB430D-NTB520D-NTBG520D-NTMU430D4IN1-NTA520E10A,CRAFTOP,PRODUCTO,2,2,U. MIN,,,,0.585,1.17,,
1554,CRAFTOP TOCACHE 686,CRAFTOP TOCACHE 686,GENERICO,REPUESTO,BOBINA,BOBINA   GS768 CRAFTOP,,,GS768,CRAFTOP,PRODUCTO,2,2,U. MIN,,,,22.208455,44.41691,,
1555,CRAFTOP TOCACHE 686,CRAFTOP TOCACHE 686,GENERICO,REPUESTO,BOBINA,BOBINA   NT4560-NT5260- NT5860-NT6020 CRAFTOP,,,NT4560-NT5260- NT5860-NT6020,CRAFTOP,PRODUCTO,2,2,U. MIN,,,,18.823,37.646,,
1556,CRAFTOP TOCACHE 686,CRAFTOP TOCACHE 686,GENERICO,REPUESTO,BOBINA,BOBINA   NT5860 CRAFTOP,,,NT5860,CRAFTOP,PRODUCTO,3,3,U. MIN,,,,24.8,74.4,,
1557,CRAFTOP TOCACHE 686,CRAFTOP TOCACHE 686,GENERICO,REPUESTO,BOBINA,BOBINA   NT6260 CRAFTOP,,,NT6260,CRAFTOP,PRODUCTO,2,2,U. MIN,,,,38.2547,76.5094,,
1558,CRAFTOP TOCACHE 686,CRAFTOP TOCACHE 686,GENERICO,REPUESTO,BOBINA,BOBINA   NTB330D CRAFTOP,,,NTB330D,CRAFTOP,PRODUCTO,2,2,U. MIN,,,,17.934957,35.869914,,
1559,CRAFTOP TOCACHE 686,CRAFTOP TOCACHE 686,GENERICO,REPUESTO,BOBINA,BOBINA DE ENCENDIDO  NTB430-520D CRAFTOP,DE ENCENDIDO,,NTB430-520D,CRAFTOP,PRODUCTO,2,2,U. MIN,,,,24.1,48.2,,
1560,CRAFTOP TOCACHE 686,CRAFTOP TOCACHE 686,GENERICO,REPUESTO,BOMBA DE,BOMBA DE ACEITE  NT4560-NT5260- NT5860-NT6020 CRAFTOP,ACEITE,,NT4560-NT5260- NT5860-NT6020,CRAFTOP,PRODUCTO,2,2,U. MIN,,,,0.04,0.08,,
1561,CRAFTOP TOCACHE 686,CRAFTOP TOCACHE 686,GENERICO,REPUESTO,BOMBA DE,BOMBA DE ACEITE  NT6260 CRAFTOP,ACEITE,,NT6260,CRAFTOP,PRODUCTO,2,2,U. MIN,,,,27.004258,54.008516,,
1562,CRAFTOP TOCACHE 686,CRAFTOP TOCACHE 686,GENERICO,REPUESTO,BRIDA,BRIDA DE CARBURADOR  NTB330D-NT430D-NTB520D-NTBG520D-NTA520E10A-NTMU430D4IN1 CRAFTOP,DE CARBURADOR,,NTB330D-NT430D-NTB520D-NTBG520D-NTA520E10A-NTMU430D4IN1,CRAFTOP,PRODUCTO,4,4,U. MIN,,,,4.637,18.548,,
1563,CRAFTOP TOCACHE 686,CRAFTOP TOCACHE 686,GENERICO,REPUESTO,BUJIA,BUJIA    BOSH,,,,BOSH,PRODUCTO,5,5,U. MIN,,,,3.507,17.535,,
1564,CRAFTOP TOCACHE 686,CRAFTOP TOCACHE 686,GENERICO,REPUESTO,CABLE DE ACELERADOR,CABLE DE ACELERADOR   NTB330D-NTB430D-NTB520D-NTBG520D CRAFTOP,,,NTB330D-NTB430D-NTB520D-NTBG520D,CRAFTOP,PRODUCTO,4,4,U. MIN,,,,3.209049,12.836196,,
1565,CRAFTOP TOCACHE 686,CRAFTOP TOCACHE 686,GENERICO,REPUESTO,CAJA DE CARTON,CAJA DE CARTON   GHW3400A CRAFTOP,,,GHW3400A,CRAFTOP,PRODUCTO,1,1,U. MIN,,,,0,0,,
1566,CRAFTOP TOCACHE 686,CRAFTOP TOCACHE 686,GENERICO,REPUESTO,CAJA DE ENGRANAJE-REDUCTORA,CAJA DE ENGRANAJE-REDUCTORA   NTB330D-NTB430D-NTB520D CRAFTOP,,,NTB330D-NTB430D-NTB520D,CRAFTOP,PRODUCTO,2,2,U. MIN,,,,26.5,53,,
1567,CRAFTOP TOCACHE 686,CRAFTOP TOCACHE 686,GENERICO,REPUESTO,CAMPANA,CAMPANA   NT5860 CRAFTOP,,,NT5860,CRAFTOP,PRODUCTO,1,1,U. MIN,,,,15.198,15.198,,
1568,CRAFTOP TOCACHE 686,CRAFTOP TOCACHE 686,GENERICO,REPUESTO,CAMPANA,CAMPANA FIJA-ESTRELLA  NT3760 CRAFTOP,FIJA-ESTRELLA,,NT3760,CRAFTOP,PRODUCTO,2,2,U. MIN,,,,11.278331,22.556662,,
1569,CRAFTOP TOCACHE 686,CRAFTOP TOCACHE 686,GENERICO,REPUESTO,CAMPANA,CAMPANA Y PIÑON  NT6260 CRAFTOP,Y PIÑON,,NT6260,CRAFTOP,PRODUCTO,1,1,U. MIN,,,,1,1,,
1570,CRAFTOP TOCACHE 686,CRAFTOP TOCACHE 686,GENERICO,REPUESTO,CAMPANA Y PIÑON LOCO,CAMPANA Y PIÑON LOCO   NT4560-NT5260- NT5860-NT6020 CRAFTOP,,,NT4560-NT5260- NT5860-NT6020,CRAFTOP,PRODUCTO,2,2,U. MIN,,,,15.198,30.396,,
1571,CRAFTOP TOCACHE 686,CRAFTOP TOCACHE 686,GENERICO,REPUESTO,CAMPANA Y PIÑON LOCO,CAMPANA Y PIÑON LOCO   NT6260 CRAFTOP,,,NT6260,CRAFTOP,PRODUCTO,2,2,U. MIN,,,,19.875,39.75,,
1572,CRAFTOP TOCACHE 686,CRAFTOP TOCACHE 686,GENERICO,REPUESTO,CANASTILLA DE CAMPANA,CANASTILLA DE CAMPANA  13X17X13 NT6260 CRAFTOP,,13X17X13,NT6260,CRAFTOP,PRODUCTO,2,2,U. MIN,,,,7.37,14.74,,
1573,CRAFTOP TOCACHE 686,CRAFTOP TOCACHE 686,GENERICO,REPUESTO,CANASTILLA PIN DE PISTON 12X15X15,CANASTILLA PIN DE PISTON 12X15X15   NT6260 CRAFTOP,,,NT6260,CRAFTOP,PRODUCTO,6,6,U. MIN,,,,2.944008,17.664048,,
1574,CRAFTOP TOCACHE 686,CRAFTOP TOCACHE 686,GENERICO,REPUESTO,CARBURADOR,CARBURADOR   MS660 CRAFTOP,,,MS660,CRAFTOP,PRODUCTO,1,1,U. MIN,,,,14.44,14.44,,
1575,CRAFTOP TOCACHE 686,CRAFTOP TOCACHE 686,GENERICO,REPUESTO,CARBURADOR,CARBURADOR   NT4560/5260/5860 CRAFTOP,,,NT4560/5260/5860,CRAFTOP,PRODUCTO,1,1,U. MIN,,,,7.5,7.5,,
1576,CRAFTOP TOCACHE 686,CRAFTOP TOCACHE 686,GENERICO,REPUESTO,CARBURADOR,CARBURADOR   NT6020 CRAFTOP,,,NT6020,CRAFTOP,PRODUCTO,2,2,U. MIN,,,,26.326933,52.653866,,
1577,CRAFTOP TOCACHE 686,CRAFTOP TOCACHE 686,GENERICO,REPUESTO,CARBURADOR,CARBURADOR   NTB430-520 CRAFTOP,,,NTB430-520,CRAFTOP,PRODUCTO,1,1,U. MIN,,,,30.2,30.2,,
1578,CRAFTOP TOCACHE 686,CRAFTOP TOCACHE 686,GENERICO,REPUESTO,CARBURADOR,CARBURADOR COMPLETO  GMD420 CRAFTOP,COMPLETO,,GMD420,CRAFTOP,PRODUCTO,1,1,U. MIN,,,,50.894452,50.894452,,
1579,CRAFTOP TOCACHE 686,CRAFTOP TOCACHE 686,GENERICO,REPUESTO,CARBURADOR,CARBURADOR COMPLETO  GS768 CRAFTOP,COMPLETO,,GS768,CRAFTOP,PRODUCTO,7,7,U. MIN,,,,25.408,177.856,,
1580,CRAFTOP TOCACHE 686,CRAFTOP TOCACHE 686,GENERICO,REPUESTO,CARBURADOR,CARBURADOR COMPLETO  NT2500 CRAFTOP,COMPLETO,,NT2500,CRAFTOP,PRODUCTO,2,2,U. MIN,,,,35.697,71.394,,
1581,CRAFTOP TOCACHE 686,CRAFTOP TOCACHE 686,GENERICO,REPUESTO,CARBURADOR,CARBURADOR COMPLETO  NT4560-NT5260-NT5860-NT6020 CRAFTOP,COMPLETO,,NT4560-NT5260-NT5860-NT6020,CRAFTOP,PRODUCTO,2,2,U. MIN,,,,25.408,50.816,,
1582,CRAFTOP TOCACHE 686,CRAFTOP TOCACHE 686,GENERICO,REPUESTO,CARBURADOR,CARBURADOR COMPLETO  NT6260 CRAFTOP,COMPLETO,,NT6260,CRAFTOP,PRODUCTO,2,2,U. MIN,,,,114.326542,228.653084,,
1583,CRAFTOP TOCACHE 686,CRAFTOP TOCACHE 686,GENERICO,REPUESTO,CARBURADOR,CARBURADOR COMPLETO  NTB430-NTB520D-NTBG520D-NTMU430D4IN1 CRAFTOP,COMPLETO,,NTB430-NTB520D-NTBG520D-NTMU430D4IN1,CRAFTOP,PRODUCTO,1,1,U. MIN,,,,7,7,,
1584,CRAFTOP TOCACHE 686,CRAFTOP TOCACHE 686,GENERICO,REPUESTO,CARTER COMPLETO,CARTER COMPLETO   GMD420 CRAFTOP,,,GMD420,CRAFTOP,PRODUCTO,2,2,U. MIN,,,,59.546,119.092,,
1585,CRAFTOP TOCACHE 686,CRAFTOP TOCACHE 686,GENERICO,REPUESTO,CARTER COMPLETO,CARTER COMPLETO   NT5860-NT6020 CRAFTOP,,,NT5860-NT6020,CRAFTOP,PRODUCTO,1,1,U. MIN,,,,48.712,48.712,,
1586,CRAFTOP TOCACHE 686,CRAFTOP TOCACHE 686,GENERICO,REPUESTO,CIGUEÑAL,CIGUEÑAL SOLO  NT6020 CRAFTOP,SOLO,,NT6020,CRAFTOP,PRODUCTO,2,2,U. MIN,,,,30.28,60.56,,
1587,CRAFTOP TOCACHE 686,CRAFTOP TOCACHE 686,GENERICO,REPUESTO,CIGUEÑAL,CIGUEÑAL SOLO  NTB330D-NTB430-NTB520D-NTBG520D-NTMU430D4IN1 CRAFTOP,SOLO,,NTB330D-NTB430-NTB520D-NTBG520D-NTMU430D4IN1,CRAFTOP,PRODUCTO,3,3,U. MIN,,,,26.5,79.5,,
1588,CRAFTOP TOCACHE 686,CRAFTOP TOCACHE 686,GENERICO,REPUESTO,CILINDRO,CILINDRO (5260)  NT4560-NT5260- NT5860 CRAFTOP,(5260),,NT4560-NT5260- NT5860,CRAFTOP,PRODUCTO,1,1,U. MIN,,,,27.658817,27.658817,,
1589,CRAFTOP TOCACHE 686,CRAFTOP TOCACHE 686,GENERICO,REPUESTO,CILINDRO,CILINDRO SOLO  GS768 CRAFTOP,SOLO,,GS768,CRAFTOP,PRODUCTO,1,1,U. MIN,,,,35.7,35.7,,
1590,CRAFTOP TOCACHE 686,CRAFTOP TOCACHE 686,GENERICO,REPUESTO,CILINDRO,CILINDRO SOLO  NT6260 CRAFTOP,SOLO,,NT6260,CRAFTOP,PRODUCTO,3,3,U. MIN,,,,62.380875,187.142625,,
1591,CRAFTOP TOCACHE 686,CRAFTOP TOCACHE 686,GENERICO,REPUESTO,CILINDRO,CILINDRO SOLO  NTB330D CRAFTOP,SOLO,,NTB330D,CRAFTOP,PRODUCTO,4,4,U. MIN,,,,27.386009,109.544036,,
