ITEM,AGENCIA,ALMACEN,GRUPO,CLASE,FAMILIA,PRODUCTO,VARIACION,MEDIDA,MODELO,MARCA,TIPO,CANTIDAD TOTAL,CANTIDAD,UNIDAD,TIPO,SERIE/LOTE,SERIE/LOTE ADICIONAL,COSTO S/,VALOR S/,FECHA INGRESO,DIAS ALMACEN
81,CRAFTOP MARTINEZ 475,CRAFTOP MARTINEZ 475,GENERICO,REPUESTO,JUEGO DE AMORTIGUADOR,JUEGO DE AMORTIGUADOR DELANTERO  NT6260 CRAFTOP,DELANTERO,,NT6260,CRAFTOP,PRODUCTO,2,2,U. MIN,,,,1.28,2.56,,
82,CRAFTOP MARTINEZ 475,CRAFTOP MARTINEZ 475,GENERICO,REPUESTO,MANGUERA,MANGUERA Y FILTRO DE COMBUSTIBLE  NT4560-NT5260- NT5860-NT6020 CRAFTOP,Y FILTRO DE COMBUSTIBLE,,NT4560-NT5260- NT5860-NT6020,CRAFTOP,PRODUCTO,5,5,U. MIN,,,,1.3637,6.8185,,
83,CRAFTOP MARTINEZ 475,CRAFTOP MARTINEZ 475,GENERICO,REPUESTO,MANUBRIO Y CABLE DE ACELERADOR,MANUBRIO Y CABLE DE ACELERADOR COMPLETO  NTBG520D CRAFTOP,COMPLETO,,NTBG520D,CRAFTOP,PRODUCTO,2,2,U. MIN,,,,13.197392,26.394784,,
84,CRAFTOP MARTINEZ 475,CRAFTOP MARTINEZ 475,GENERICO,REPUESTO,PERILLA TAPA DE FILTRO DE AIRE,PERILLA TAPA DE FILTRO DE AIRE   NT4560-NT5260- NT5860 CRAFTOP,,,NT4560-NT5260- NT5860,CRAFTOP,PRODUCTO,5,5,U. MIN,,,,1.151317,5.756585,,
85,CRAFTOP MARTINEZ 475,CRAFTOP MARTINEZ 475,GENERICO,REPUESTO,PISTON,PISTON COMPLETO  NT6260 CRAFTOP,COMPLETO,,NT6260,CRAFTOP,PRODUCTO,2,2,U. MIN,,,,18.931904,37.863808,,
86,CRAFTOP MARTINEZ 475,CRAFTOP MARTINEZ 475,GENERICO,REPUESTO,PISTON COMPLETO,PISTON COMPLETO   NTB330D CRAFTOP,,,NTB330D,CRAFTOP,PRODUCTO,2,2,U. MIN,,,,16.659095,33.31819,,
87,CRAFTOP MARTINEZ 475,CRAFTOP MARTINEZ 475,GENERICO,REPUESTO,POLEA DE ARRANQUE,POLEA DE ARRANQUE   NT3760 CRAFTOP,,,NT3760,CRAFTOP,PRODUCTO,2,2,U. MIN,,,,3.157,6.314,,
88,CRAFTOP MARTINEZ 475,CRAFTOP MARTINEZ 475,GENERICO,REPUESTO,POLEA DE ARRANQUE,POLEA DE ARRANQUE   NT4560-NT5260-NT5860-NT6020 CRAFTOP,,,NT4560-NT5260-NT5860-NT6020,CRAFTOP,PRODUCTO,2,2,U. MIN,,,,2.465573,4.931146,,
89,CRAFTOP MARTINEZ 475,CRAFTOP MARTINEZ 475,GENERICO,REPUESTO,POLEA DE ARRANQUE,POLEA DE ARRANQUE   NTB430-NTB520D- NTBG520D-NTA520E10A-NTMU430D4IN1 CRAFTOP,,,NTB430-NTB520D- NTBG520D-NTA520E10A-NTMU430D4IN1,CRAFTOP,PRODUCTO,2,2,U. MIN,,,,1.21343,2.42686,,
90,CRAFTOP MARTINEZ 475,CRAFTOP MARTINEZ 475,GENERICO,REPUESTO,RESORTE DE ZAPATA-EMBRAGUE,RESORTE DE ZAPATA-EMBRAGUE   NTB430-NTB520D- NTBG520D-NTA520E10A-NTMU430D4IN1 CRAFTOP,,,NTB430-NTB520D- NTBG520D-NTA520E10A-NTMU430D4IN1,CRAFTOP,PRODUCTO,10,10,U. MIN,,,,0.621782,6.21782,,
91,CRAFTOP MARTINEZ 475,CRAFTOP MARTINEZ 475,GENERICO,REPUESTO,RETEN DE CIGUEÑAL,RETEN DE CIGUEÑAL  15X28X5 NT4560-NT5260- NT5860 CRAFTOP,,15X28X5,NT4560-NT5260- NT5860,CRAFTOP,PRODUCTO,5,5,U. MIN,,,,1.93,9.65,,
92,CRAFTOP MARTINEZ 475,CRAFTOP MARTINEZ 475,GENERICO,REPUESTO,RETEN DE CIGUEÑAL,RETEN DE CIGUEÑAL 12X37X15  NT3760 CRAFTOP,12X37X15,,NT3760,CRAFTOP,PRODUCTO,2,2,U. MIN,,,,1.713287,3.426574,,
93,CRAFTOP MARTINEZ 475,CRAFTOP MARTINEZ 475,GENERICO,REPUESTO,SOPORTE DE CARBURADOR,SOPORTE DE CARBURADOR   NT3760 CRAFTOP,,,NT3760,CRAFTOP,PRODUCTO,2,2,U. MIN,,,,2.47067,4.94134,,
94,CRAFTOP MARTINEZ 475,CRAFTOP MARTINEZ 475,GENERICO,REPUESTO,TAPA DE ARRANQUE,TAPA DE ARRANQUE -AUTOMATICO COMPLETO  NTB430-NTB520D- NTBG520D-NTA520E10A-NTMU430D4IN1 CRAFTOP,-AUTOMATICO COMPLETO,,NTB430-NTB520D- NTBG520D-NTA520E10A-NTMU430D4IN1,CRAFTOP,PRODUCTO,2,2,U. MIN,,,,18.823,37.646,,
95,CRAFTOP MARTINEZ 475,CRAFTOP MARTINEZ 475,GENERICO,REPUESTO,TAPA DE ARRANQUE-AUTOMATICO,TAPA DE ARRANQUE-AUTOMATICO COMPLETO  NT2500 CRAFTOP,COMPLETO,,NT2500,CRAFTOP,PRODUCTO,2,2,U. MIN,,,,16.757,33.514,,
96,CRAFTOP MARTINEZ 475,CRAFTOP MARTINEZ 475,GENERICO,REPUESTO,TAPA DE ARRANQUE-AUTOMATICO,TAPA DE ARRANQUE-AUTOMATICO COMPLETO  NT6020 CRAFTOP,COMPLETO,,NT6020,CRAFTOP,PRODUCTO,2,2,U. MIN,,,,20.771,41.542,,
97,CRAFTOP MARTINEZ 475,CRAFTOP MARTINEZ 475,GENERICO,REPUESTO,TAPA DE ARRANQUE-AUTOMATICO,TAPA DE ARRANQUE-AUTOMATICO COMPLETO  NT6260 CRAFTOP,COMPLETO,,NT6260,CRAFTOP,PRODUCTO,2,2,U. MIN,,,,20.147,40.294,,
98,CRAFTOP MARTINEZ 475,CRAFTOP MARTINEZ 475,GENERICO,REPUESTO,TAPA DE ESPADA Y FRENO,TAPA DE ESPADA Y FRENO COMPLETO  NT3760 -NT4560 CRAFTOP,COMPLETO,,NT3760 -NT4560,CRAFTOP,PRODUCTO,2,2,U. MIN,,,,23.234635,46.46927,,
99,CRAFTOP MARTINEZ 475,CRAFTOP MARTINEZ 475,GENERICO,REPUESTO,TAPA DE ESPADA Y FRENO,TAPA DE ESPADA Y FRENO COMPLETO  NT6260 CRAFTOP,COMPLETO,,NT6260,CRAFTOP,PRODUCTO,2,2,U. MIN,,,,40.568,81.136,,
100,CRAFTOP MARTINEZ 475,CRAFTOP MARTINEZ 475,GENERICO,REPUESTO,TAPA DE ESPADA-CADENA,TAPA DE ESPADA-CADENA   NT3760 CRAFTOP,,,NT3760,CRAFTOP,PRODUCTO,2,2,U. MIN,,,,9.286113,18.572226,,
101,CRAFTOP MARTINEZ 475,CRAFTOP MARTINEZ 475,GENERICO,REPUESTO,TAPA FILTRO DE AIRE Y PERILLA,TAPA FILTRO DE AIRE Y PERILLA   NT4560-NT5260- NT5860 CRAFTOP,,,NT4560-NT5260- NT5860,CRAFTOP,PRODUCTO,4,4,U. MIN,,,,3.013738,12.054952,,
102,CRAFTOP MARTINEZ 475,CRAFTOP MARTINEZ 475,GENERICO,REPUESTO,TAPA TANQUE DE COMBUSTIBLE,TAPA TANQUE DE COMBUSTIBLE   NT3760-NT4560-NT5260-NT5860-NT6020 CRAFTOP,,,NT3760-NT4560-NT5260-NT5860-NT6020,CRAFTOP,PRODUCTO,15,15,U. MIN,,,,3.160211,47.403165,,
103,CRAFTOP MARTINEZ 475,CRAFTOP MARTINEZ 475,GENERICO,REPUESTO,TUBO DE ENTRADA-CONDUCTO DE CARBURADOR,TUBO DE ENTRADA-CONDUCTO DE CARBURADOR   NT4560-NT5260-NT5860-NT6020 CRAFTOP,,,NT4560-NT5260-NT5860-NT6020,CRAFTOP,PRODUCTO,5,5,U. MIN,,,,1.832,9.16,,
104,CRAFTOP MARTINEZ 475,CRAFTOP MARTINEZ 475,GENERICO,REPUESTO,TUBO DE ESCAPE -SILENCIADOR,TUBO DE ESCAPE -SILENCIADOR   NT4560-NT5260- NT5860-NT6020 CRAFTOP,,,NT4560-NT5260- NT5860-NT6020,CRAFTOP,PRODUCTO,2,2,U. MIN,,,,9.963087,19.926174,,
105,CRAFTOP MARTINEZ 475,CRAFTOP MARTINEZ 475,GENERICO,REPUESTO,TUERCA DE CABEZAL,TUERCA DE CABEZAL  M10 NTB330D-NTB430-NTB520D-NTBG520D-NTMU430DN1 CRAFTOP,,M10,NTB330D-NTB430-NTB520D-NTBG520D-NTMU430DN1,CRAFTOP,PRODUCTO,10,10,U. MIN,,,,0.899852,8.99852,,
106,CRAFTOP MARTINEZ 475,CRAFTOP MARTINEZ 475,GENERICO,REPUESTO,TUERCA DE ESPARRAGO-ESPADA,TUERCA DE ESPARRAGO-ESPADA M8  NT3760-NT4560-NT5260-NT5860-NT6020-NT6260 CRAFTOP,M8,,NT3760-NT4560-NT5260-NT5860-NT6020-NT6260,CRAFTOP,PRODUCTO,10,10,U. MIN,,,,0.420957,4.20957,,
107,CRAFTOP MARTINEZ 475,CRAFTOP MARTINEZ 475,GENERICO,REPUESTO,ZAPATA,ZAPATA -EMBRAGUE COMPLETO  NTB330D-NTB430D-NTB520D-NTBG520D-NTA520E10A-NTMU430DIN1 CRAFTOP,-EMBRAGUE COMPLETO,,NTB330D-NTB430D-NTB520D-NTBG520D-NTA520E10A-NTMU430DIN1,CRAFTOP,PRODUCTO,2,2,U. MIN,,,,12.346376,24.692752,,
108,CRAFTOP MARTINEZ 475,CRAFTOP MARTINEZ 475,GENERICO,REPUESTO,ZAPATA-EMBRAGUE,ZAPATA-EMBRAGUE COMPLETO  NT3760 CRAFTOP,COMPLETO,,NT3760,CRAFTOP,PRODUCTO,6,6,U. MIN,,,,11.398444,68.390664,,
109,CRAFTOP MARTINEZ 475,CRAFTOP MARTINEZ 475,GENERICO,REPUESTO,ZAPATA-EMBRAGUE,ZAPATA-EMBRAGUE COMPLETO  NT4560-NT5260-NT5860-NT6020 CRAFTOP,COMPLETO,,NT4560-NT5260-NT5860-NT6020,CRAFTOP,PRODUCTO,2,2,U. MIN,,,,3.181264,6.362528,,
110,CRAFTOP TARAPOTO,CRAFTOP TARAPOTO,GENERICO,ACCESORIOS,ARNES DE DESBROZADORA,ARNES DE DESBROZADORA   NTB330D-NTB430D-NTB520D-NTMU430D4IN1 CRAFTOP,,,NTB330D-NTB430D-NTB520D-NTMU430D4IN1,CRAFTOP,PRODUCTO,6,6,U. MIN,,,,31.65125,189.9075,,
111,CRAFTOP TARAPOTO,CRAFTOP TARAPOTO,GENERICO,ACCESORIOS,CADENA,"CADENA 43 DIENTES 0.325 22"" NT5860 CRAFTOP",43 DIENTES 0.325,"22""",NT5860,CRAFTOP,PRODUCTO,6,6,U. MIN,,,,28.601504,171.609024,,
112,CRAFTOP TARAPOTO,CRAFTOP TARAPOTO,GENERICO,ACCESORIOS,CADENA,"CADENA 46 DIENTES 3/8  28"" CRAFTOP",46 DIENTES 3/8,,"28""",CRAFTOP,PRODUCTO,4,4,U. MIN,,,,30.254366,121.017464,,
113,CRAFTOP TARAPOTO,CRAFTOP TARAPOTO,GENERICO,ACCESORIOS,CADENA,"CADENA 47 DIENTES 0.325 24"" NT6020 CRAFTOP",47 DIENTES 0.325,"24""",NT6020,CRAFTOP,PRODUCTO,31,31,U. MIN,,,,31.314286,970.742866,,
114,CRAFTOP TARAPOTO,CRAFTOP TARAPOTO,GENERICO,ACCESORIOS,CUCHILLA,CUCHILLA 2 PUNTAS  350MMX1.6MMX25.4MMX2T CRAFTOP,2 PUNTAS,,350MMX1.6MMX25.4MMX2T,CRAFTOP,PRODUCTO,389,389,U. MIN,,,,5.931515,2307.359335,,
115,CRAFTOP TARAPOTO,CRAFTOP TARAPOTO,GENERICO,ACCESORIOS,CUCHILLA,CUCHILLA 2 PUNTAS 350MMX2.0MMX25.4MMX2T   CRAFTOP,2 PUNTAS 350MMX2.0MMX25.4MMX2T,,,CRAFTOP,PRODUCTO,113,113,U. MIN,,,,5.930999,670.202887,,
116,CRAFTOP TARAPOTO,CRAFTOP TARAPOTO,GENERICO,ACCESORIOS,ESPADA,"ESPADA 0.325 16"" NT3760 CRAFTOP",0.325,"16""",NT3760,CRAFTOP,PRODUCTO,8,8,U. MIN,,,,13.932444,111.459552,,
117,CRAFTOP TARAPOTO,CRAFTOP TARAPOTO,GENERICO,ACCESORIOS,ESPADA,"ESPADA 0.325 18"" NT4560 CRAFTOP",0.325,"18""",NT4560,CRAFTOP,PRODUCTO,1,1,U. MIN,,,,17.459,17.459,,
118,CRAFTOP TARAPOTO,CRAFTOP TARAPOTO,GENERICO,ACCESORIOS,ESPADA,"ESPADA 0.325 20"" NT5260 CRAFTOP",0.325,"20""",NT5260,CRAFTOP,PRODUCTO,1,1,U. MIN,,,,0,0,,
119,CRAFTOP TARAPOTO,CRAFTOP TARAPOTO,GENERICO,ACCESORIOS,ESPADA,"ESPADA 0.325 22"" NT5860 CRAFTOP",0.325,"22""",NT5860,CRAFTOP,PRODUCTO,80,80,U. MIN,,,,66.507247,5320.57976,,
120,CRAFTOP TARAPOTO,CRAFTOP TARAPOTO,GENERICO,ACCESORIOS,ESPADA,"ESPADA 24"" 0.325 NT6020 CRAFTOP","24""",0.325,NT6020,CRAFTOP,PRODUCTO,2,2,U. MIN,,,,37.620513,75.241026,,
121,CRAFTOP TARAPOTO,CRAFTOP TARAPOTO,GENERICO,ACCESORIOS,ESPADA,"ESPADA 3/8 12"" NT2500 CRAFTOP",3/8,"12""",NT2500,CRAFTOP,PRODUCTO,5,5,U. MIN,,,,11.496,57.48,,
122,CRAFTOP TARAPOTO,CRAFTOP TARAPOTO,GENERICO,ACCESORIOS,ESPADA,"ESPADA 3/8 28""  CRAFTOP",3/8,"28""",,CRAFTOP,PRODUCTO,1,1,U. MIN,,,,50,50,,
123,CRAFTOP TARAPOTO,CRAFTOP TARAPOTO,GENERICO,ACCESORIOS,ESPADA,"ESPADA 404 , 0.063 36"" MS660 STIHL","404 , 0.063","36""",MS660,STIHL,PRODUCTO,1,1,U. MIN,,,,105.424682,105.424682,,
124,CRAFTOP TARAPOTO,CRAFTOP TARAPOTO,GENERICO,ACCESORIOS,ESPADA,"ESPADA 404 30"" 288-390-395 XP CRAFTOP",404,"30""",288-390-395 XP,CRAFTOP,PRODUCTO,105,105,U. MIN,,,,58.41287,6133.35135,,
125,CRAFTOP TARAPOTO,CRAFTOP TARAPOTO,GENERICO,ACCESORIOS,ESPADA,"ESPADA 404 36"" 288-390-395 XP CRAFTOP",404,"36""",288-390-395 XP,CRAFTOP,PRODUCTO,127,127,U. MIN,,,,80.878578,10271.57941,,
126,CRAFTOP TARAPOTO,CRAFTOP TARAPOTO,GENERICO,ACCESORIOS,ESPADA,"ESPADA DE 24"" 3/8  NT6260 CRAFTOP","DE 24"" 3/8",,NT6260,CRAFTOP,PRODUCTO,124,124,U. MIN,,,,40.796437,5058.758188,,
127,CRAFTOP TARAPOTO,CRAFTOP TARAPOTO,GENERICO,ACCESORIOS,FUNDA DE,FUNDA DE MOTOSIERRA   CRAFTOP,MOTOSIERRA,,,CRAFTOP,PRODUCTO,51,51,U. MIN,,,,16.091961,820.690011,,
128,CRAFTOP TARAPOTO,CRAFTOP TARAPOTO,GENERICO,ACCESORIOS,FUNDA DE ESPADA,"FUNDA DE ESPADA 22""  NT5860 CRAFTOP","22""",,NT5860,CRAFTOP,PRODUCTO,7,7,U. MIN,,,,5,35,,
129,CRAFTOP TARAPOTO,CRAFTOP TARAPOTO,GENERICO,ACCESORIOS,FUNDA DE ESPADA,"FUNDA DE ESPADA 24""  NT6260 CRAFTOP","24""",,NT6260,CRAFTOP,PRODUCTO,41,41,U. MIN,,,,2.229,91.389,,
130,CRAFTOP TARAPOTO,CRAFTOP TARAPOTO,GENERICO,ACCESORIOS,MANIJA,MANIJA PERCUTORA  HS20L CRAFTOP,PERCUTORA,,HS20L,CRAFTOP,PRODUCTO,13,13,U. MIN,,,,1,13,,
131,CRAFTOP TARAPOTO,CRAFTOP TARAPOTO,GENERICO,ACCESORIOS,ROLLO,"ROLLO DE CADENA  0.325 , 0.058 CRAFTOP",DE CADENA,,"0.325 , 0.058",CRAFTOP,PRODUCTO,43,43,U. MIN,,,,549.627188,23633.96908,,
132,CRAFTOP TARAPOTO,CRAFTOP TARAPOTO,GENERICO,ACCESORIOS,ROLLO,"ROLLO DE CADENA  3/8 0.063"" /1.6 MM CRAFTOP",DE CADENA,,"3/8 0.063"" /1.6 MM",CRAFTOP,PRODUCTO,22,22,U. MIN,,,,548.94272,12076.73984,,
133,CRAFTOP TARAPOTO,CRAFTOP TARAPOTO,GENERICO,ACCESORIOS,ROLLO,"ROLLO DE CADENA  404 , 0.063 CRAFTOP",DE CADENA,,"404 , 0.063",CRAFTOP,PRODUCTO,6,6,U. MIN,,,,602.087,3612.522,,
134,CRAFTOP TARAPOTO,CRAFTOP TARAPOTO,GENERICO,AGRICOLA,AHOYADORA,"AHOYADORA BARRENA 8""  NTA520E-10A CRAFTOP","BARRENA 8""",,NTA520E-10A,CRAFTOP,PRODUCTO,2,1,U. MIN,,210725514B,,486.856626,486.856626,29-03-2022,776
135,CRAFTOP TARAPOTO,CRAFTOP TARAPOTO,GENERICO,AGRICOLA,AHOYADORA,"AHOYADORA BARRENA 8""  NTA520E-10A CRAFTOP","BARRENA 8""",,NTA520E-10A,CRAFTOP,PRODUCTO,2,1,U. MIN,,210515416B,,486.856626,486.856626,29-03-2022,776
136,CRAFTOP TARAPOTO,CRAFTOP TARAPOTO,GENERICO,AGRICOLA,BOMBA,BOMBA DE AGUA  DWP30 CRAFTOP,DE AGUA,,DWP30,CRAFTOP,PRODUCTO,2,1,U. MIN,,112020090017,,1547.81,1547.81,03-10-2022,588
137,CRAFTOP TARAPOTO,CRAFTOP TARAPOTO,GENERICO,AGRICOLA,BOMBA,BOMBA DE AGUA  DWP30 CRAFTOP,DE AGUA,,DWP30,CRAFTOP,PRODUCTO,2,1,U. MIN,,112020090107,,1547.81,1547.81,03-10-2022,588
138,CRAFTOP TARAPOTO,CRAFTOP TARAPOTO,GENERICO,AGRICOLA,CORTADORA Y PODADORA,CORTADORA Y PODADORA   NTMU430D41N1 CRAFTOP,,,NTMU430D41N1,CRAFTOP,PRODUCTO,3,1,U. MIN,,B220304903,,660.280764,660.280764,03-10-2022,588
139,CRAFTOP TARAPOTO,CRAFTOP TARAPOTO,GENERICO,AGRICOLA,CORTADORA Y PODADORA,CORTADORA Y PODADORA   NTMU430D41N1 CRAFTOP,,,NTMU430D41N1,CRAFTOP,PRODUCTO,3,1,U. MIN,,B220304900,,660.280764,660.280764,03-10-2022,588
140,CRAFTOP TARAPOTO,CRAFTOP TARAPOTO,GENERICO,AGRICOLA,CORTADORA Y PODADORA,CORTADORA Y PODADORA   NTMU430D41N1 CRAFTOP,,,NTMU430D41N1,CRAFTOP,PRODUCTO,3,1,U. MIN,,B220304863,,660.280764,660.280764,03-10-2022,588
141,CRAFTOP TARAPOTO,CRAFTOP TARAPOTO,GENERICO,AGRICOLA,DESBROZADORA,DESBROZADORA   NTB330D CRAFTOP,,,NTB330D,CRAFTOP,PRODUCTO,1,1,U. MIN,,#9 190303791,,480.796779,480.796779,29-02-2024,74
142,CRAFTOP TARAPOTO,CRAFTOP TARAPOTO,GENERICO,AGRICOLA,DESBROZADORA,DESBROZADORA   NTB430D CRAFTOP,,,NTB430D,CRAFTOP,PRODUCTO,7,1,U. MIN,GENERAL,#27 210518007B,,377.450875,377.450875,06-11-2021,919
143,CRAFTOP TARAPOTO,CRAFTOP TARAPOTO,GENERICO,AGRICOLA,DESBROZADORA,DESBROZADORA   NTB430D CRAFTOP,,,NTB430D,CRAFTOP,PRODUCTO,7,1,U. MIN,GENERAL,#47 210518057B,,377.450875,377.450875,29-02-2024,74
144,CRAFTOP TARAPOTO,CRAFTOP TARAPOTO,GENERICO,AGRICOLA,DESBROZADORA,DESBROZADORA   NTB430D CRAFTOP,,,NTB430D,CRAFTOP,PRODUCTO,7,1,U. MIN,GENERAL,#96 210518277B,,377.450875,377.450875,06-11-2021,919
145,CRAFTOP TARAPOTO,CRAFTOP TARAPOTO,GENERICO,AGRICOLA,DESBROZADORA,DESBROZADORA   NTB430D CRAFTOP,,,NTB430D,CRAFTOP,PRODUCTO,7,1,U. MIN,GENERAL,#38 190906295B,,377.450875,377.450875,03-04-2024,40
146,CRAFTOP TARAPOTO,CRAFTOP TARAPOTO,GENERICO,AGRICOLA,DESBROZADORA,DESBROZADORA   NTB430D CRAFTOP,,,NTB430D,CRAFTOP,PRODUCTO,7,1,U. MIN,GENERAL,#21 190705777B,,377.450875,377.450875,11-08-2021,1006
147,CRAFTOP TARAPOTO,CRAFTOP TARAPOTO,GENERICO,AGRICOLA,DESBROZADORA,DESBROZADORA   NTB430D CRAFTOP,,,NTB430D,CRAFTOP,PRODUCTO,7,1,U. MIN,GENERAL,#53 201235265B,,377.450875,377.450875,09-09-2021,977
148,CRAFTOP TARAPOTO,CRAFTOP TARAPOTO,GENERICO,AGRICOLA,DESBROZADORA,DESBROZADORA   NTB430D CRAFTOP,,,NTB430D,CRAFTOP,PRODUCTO,7,1,U. MIN,GENERAL,#59 210517418B,,377.450875,377.450875,06-11-2021,919
149,CRAFTOP TARAPOTO,CRAFTOP TARAPOTO,GENERICO,AGRICOLA,DESBROZADORA,DESBROZADORA   NTB520D CRAFTOP,,,NTB520D,CRAFTOP,PRODUCTO,130,1,U. MIN,GENERAL,#44 210518771B,,393.603623,393.603623,06-11-2021,919
150,CRAFTOP TARAPOTO,CRAFTOP TARAPOTO,GENERICO,AGRICOLA,DESBROZADORA,DESBROZADORA   NTB520D CRAFTOP,,,NTB520D,CRAFTOP,PRODUCTO,130,1,U. MIN,,#131 210518538B(210518580),,393.603623,393.603623,06-11-2021,919
151,CRAFTOP TARAPOTO,CRAFTOP TARAPOTO,GENERICO,AGRICOLA,DESBROZADORA,DESBROZADORA   NTB520D CRAFTOP,,,NTB520D,CRAFTOP,PRODUCTO,130,1,U. MIN,GENERAL,#132 210518889B,,393.603623,393.603623,06-11-2021,919
152,CRAFTOP TARAPOTO,CRAFTOP TARAPOTO,GENERICO,AGRICOLA,DESBROZADORA,DESBROZADORA   NTB520D CRAFTOP,,,NTB520D,CRAFTOP,PRODUCTO,130,1,U. MIN,GENERAL,#21 210518618B,,393.603623,393.603623,06-11-2021,919
153,CRAFTOP TARAPOTO,CRAFTOP TARAPOTO,GENERICO,AGRICOLA,DESBROZADORA,DESBROZADORA   NTB520D CRAFTOP,,,NTB520D,CRAFTOP,PRODUCTO,130,1,U. MIN,GENERAL,#133 210518479B,,393.603623,393.603623,06-11-2021,919
154,CRAFTOP TARAPOTO,CRAFTOP TARAPOTO,GENERICO,AGRICOLA,DESBROZADORA,DESBROZADORA   NTB520D CRAFTOP,,,NTB520D,CRAFTOP,PRODUCTO,130,1,U. MIN,GENERAL,#137 210518809B,,393.603623,393.603623,06-11-2021,919
155,CRAFTOP TARAPOTO,CRAFTOP TARAPOTO,GENERICO,AGRICOLA,DESBROZADORA,DESBROZADORA   NTB520D CRAFTOP,,,NTB520D,CRAFTOP,PRODUCTO,130,1,U. MIN,GENERAL,#138 210518578B,,393.603623,393.603623,06-11-2021,919
156,CRAFTOP TARAPOTO,CRAFTOP TARAPOTO,GENERICO,AGRICOLA,DESBROZADORA,DESBROZADORA   NTB520D CRAFTOP,,,NTB520D,CRAFTOP,PRODUCTO,130,1,U. MIN,GENERAL,#138 210518975B,,393.603623,393.603623,06-11-2021,919
157,CRAFTOP TARAPOTO,CRAFTOP TARAPOTO,GENERICO,AGRICOLA,DESBROZADORA,DESBROZADORA   NTB520D CRAFTOP,,,NTB520D,CRAFTOP,PRODUCTO,130,1,U. MIN,GENERAL,#209 210518426B,,393.603623,393.603623,06-11-2021,919
158,CRAFTOP TARAPOTO,CRAFTOP TARAPOTO,GENERICO,AGRICOLA,DESBROZADORA,DESBROZADORA   NTB520D CRAFTOP,,,NTB520D,CRAFTOP,PRODUCTO,130,1,U. MIN,GENERAL,#207 210724998B,,393.603623,393.603623,06-11-2021,919
159,CRAFTOP TARAPOTO,CRAFTOP TARAPOTO,GENERICO,AGRICOLA,DESBROZADORA,DESBROZADORA   NTB520D CRAFTOP,,,NTB520D,CRAFTOP,PRODUCTO,130,1,U. MIN,GENERAL,#140 210518391B,,393.603623,393.603623,06-11-2021,919
160,CRAFTOP TARAPOTO,CRAFTOP TARAPOTO,GENERICO,AGRICOLA,DESBROZADORA,DESBROZADORA   NTB520D CRAFTOP,,,NTB520D,CRAFTOP,PRODUCTO,130,1,U. MIN,GENERAL,#141 210518495B,,393.603623,393.603623,06-11-2021,919
161,CRAFTOP TARAPOTO,CRAFTOP TARAPOTO,GENERICO,AGRICOLA,DESBROZADORA,DESBROZADORA   NTB520D CRAFTOP,,,NTB520D,CRAFTOP,PRODUCTO,130,1,U. MIN,GENERAL,#141 210518895B,,393.603623,393.603623,06-11-2021,919
162,CRAFTOP TARAPOTO,CRAFTOP TARAPOTO,GENERICO,AGRICOLA,DESBROZADORA,DESBROZADORA   NTB520D CRAFTOP,,,NTB520D,CRAFTOP,PRODUCTO,130,1,U. MIN,GENERAL,#143 210518816B,,393.603623,393.603623,06-11-2021,919
163,CRAFTOP TARAPOTO,CRAFTOP TARAPOTO,GENERICO,AGRICOLA,DESBROZADORA,DESBROZADORA   NTB520D CRAFTOP,,,NTB520D,CRAFTOP,PRODUCTO,130,1,U. MIN,GENERAL,#144 210518315B,,393.603623,393.603623,06-11-2021,919
164,CRAFTOP TARAPOTO,CRAFTOP TARAPOTO,GENERICO,AGRICOLA,DESBROZADORA,DESBROZADORA   NTB520D CRAFTOP,,,NTB520D,CRAFTOP,PRODUCTO,130,1,U. MIN,GENERAL,#145 210518350B,,393.603623,393.603623,03-04-2024,40
165,CRAFTOP TARAPOTO,CRAFTOP TARAPOTO,GENERICO,AGRICOLA,DESBROZADORA,DESBROZADORA   NTB520D CRAFTOP,,,NTB520D,CRAFTOP,PRODUCTO,130,1,U. MIN,GENERAL,#145 210518373B,,393.603623,393.603623,06-11-2021,919
166,CRAFTOP TARAPOTO,CRAFTOP TARAPOTO,GENERICO,AGRICOLA,DESBROZADORA,DESBROZADORA   NTB520D CRAFTOP,,,NTB520D,CRAFTOP,PRODUCTO,130,1,U. MIN,GENERAL,#203 210518739B,,393.603623,393.603623,06-11-2021,919
167,CRAFTOP TARAPOTO,CRAFTOP TARAPOTO,GENERICO,AGRICOLA,DESBROZADORA,DESBROZADORA   NTB520D CRAFTOP,,,NTB520D,CRAFTOP,PRODUCTO,130,1,U. MIN,GENERAL,#202 210518305B,,393.603623,393.603623,06-11-2021,919
168,CRAFTOP TARAPOTO,CRAFTOP TARAPOTO,GENERICO,AGRICOLA,DESBROZADORA,DESBROZADORA   NTB520D CRAFTOP,,,NTB520D,CRAFTOP,PRODUCTO,130,1,U. MIN,GENERAL,#200 210725122B,,393.603623,393.603623,06-11-2021,919
169,CRAFTOP TARAPOTO,CRAFTOP TARAPOTO,GENERICO,AGRICOLA,DESBROZADORA,DESBROZADORA   NTB520D CRAFTOP,,,NTB520D,CRAFTOP,PRODUCTO,130,1,U. MIN,GENERAL,#15 210519065B,,393.603623,393.603623,06-11-2021,919
